experiment	timestamp	score	best_score	kept	mutations	elapsed_sec	params
200	2026-03-29T16:56:57.625073	80.3927	81.7385	False	max_verse_freq: 100 -> 175	3.1	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 175, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
201	2026-03-29T16:57:00.277193	80.8747	81.7385	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 28 -> 26	2.7	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
202	2026-03-29T16:57:02.686008	81.7207	81.7385	False	max_df: 375 -> 400	2.4	{"min_df": 2, "max_df": 400, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
203	2026-03-29T16:57:05.113063	74.7649	81.7385	False	norm: l2 -> l1	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
204	2026-03-29T16:57:07.388510	81.3185	81.7385	False	max_verse_freq: 100 -> 75	2.3	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
205	2026-03-29T16:57:09.881848	81.5850	81.7385	False	ngram_max: 2 -> 1; max_edges_per_verse: 28 -> 30; min_token_length: 2 -> 2	2.5	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
206	2026-03-29T16:57:11.941828	81.2946	81.7385	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 28 -> 30	2.1	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
207	2026-03-29T16:57:14.297788	74.7649	81.7385	False	norm: l2 -> l1	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
208	2026-03-29T16:57:16.804767	81.4684	81.7385	False	lemma_verb_first: True -> False; max_df: 375 -> 300	2.5	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
209	2026-03-29T16:57:19.168115	74.7649	81.7385	False	norm: l2 -> l1; ngram_max: 2 -> 1	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l1"}
210	2026-03-29T16:57:21.554672	79.1392	81.7385	False	sublinear_tf: True -> False	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
211	2026-03-29T16:57:23.966848	80.6307	81.7385	False	edge_weight_method: geometric_mean -> harmonic_mean	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
212	2026-03-29T16:57:26.414435	80.4174	81.7385	False	min_tfidf_score: 0.01 -> 0.01; edge_weight_method: geometric_mean -> min	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
213	2026-03-29T16:57:28.527277	81.2946	81.7385	False	max_edges_per_verse: 28 -> 30; max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
214	2026-03-29T16:57:30.571809	81.2946	81.7385	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 28 -> 30	2.0	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
215	2026-03-29T16:57:33.210590	80.8747	81.7385	False	max_edges_per_verse: 28 -> 26; max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
216	2026-03-29T16:57:35.688568	81.7385	81.7385	False	max_features: 80000 -> 65000	2.5	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
217	2026-03-29T16:57:37.553839	73.2017	81.7385	False	max_verse_freq: 100 -> 50; norm: l2 -> l1; edge_weight_method: geometric_mean -> harmonic_mean	1.9	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 50, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
218	2026-03-29T16:57:39.922540	77.5059	81.7385	False	min_df: 2 -> 3; ngram_max: 2 -> 2; sublinear_tf: True -> False	2.4	{"min_df": 3, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
219	2026-03-29T16:57:42.774407	81.2480	81.7385	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 28 -> 30	2.9	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
220	2026-03-29T16:57:45.163412	76.1235	81.7385	False	min_df: 2 -> 5	2.4	{"min_df": 5, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
221	2026-03-29T16:57:47.216898	81.3185	81.7385	False	max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
222	2026-03-29T16:57:49.735790	81.5850	81.7385	False	max_edges_per_verse: 28 -> 30	2.5	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
223	2026-03-29T16:57:52.147703	80.6307	81.7385	False	edge_weight_method: geometric_mean -> harmonic_mean	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
224	2026-03-29T16:57:54.417480	80.5527	81.7385	False	max_edges_per_verse: 28 -> 22; max_df: 375 -> 400	2.3	{"min_df": 2, "max_df": 400, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 22, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
225	2026-03-29T16:57:56.779211	81.1359	81.7385	False	max_edges_per_verse: 28 -> 26	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
226	2026-03-29T16:57:58.739597	80.7417	81.7385	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 28 -> 26	2.0	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
227	2026-03-29T16:58:01.152106	81.1359	81.7385	False	max_edges_per_verse: 28 -> 26	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
228	2026-03-29T16:58:03.746366	80.8747	81.7385	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 28 -> 26	2.6	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
229	2026-03-29T16:58:06.395012	80.8747	81.7385	False	max_edges_per_verse: 28 -> 26; max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
230	2026-03-29T16:58:09.064346	81.2103	81.7385	False	max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
231	2026-03-29T16:58:11.786099	80.8747	81.7385	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 28 -> 26	2.7	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
232	2026-03-29T16:58:14.214733	78.6419	81.7385	False	max_features: 80000 -> 65000; min_df: 2 -> 1	2.4	{"min_df": 1, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
233	2026-03-29T16:58:16.290512	81.3185	81.7385	False	max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
234	2026-03-29T16:58:18.915258	80.8747	81.7385	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 28 -> 26	2.6	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
235	2026-03-29T16:58:21.249836	81.1359	81.7385	False	max_edges_per_verse: 28 -> 26	2.3	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
236	2026-03-29T16:58:23.360836	80.7417	81.7385	False	max_edges_per_verse: 28 -> 26; max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
237	2026-03-29T16:58:25.777458	81.7385	81.7385	False	max_features: 80000 -> 85000	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 85000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
238	2026-03-29T16:58:27.853994	81.2946	81.7385	False	max_edges_per_verse: 28 -> 30; max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
239	2026-03-29T16:58:30.168935	79.1392	81.7385	False	sublinear_tf: True -> False	2.3	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
240	2026-03-29T16:58:31.953083	80.6858	81.7385	False	max_verse_freq: 100 -> 50	1.8	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 50, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
241	2026-03-29T16:58:34.211916	81.0575	81.7385	False	ngram_max: 2 -> 2; min_token_length: 2 -> 4	2.3	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
242	2026-03-29T16:58:36.588638	74.7059	81.7385	False	norm: l2 -> l1; lemma_verb_first: True -> False	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
243	2026-03-29T16:58:38.918663	81.7385	81.7385	False	ngram_max: 2 -> 1	2.3	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
244	2026-03-29T16:58:41.305749	81.5850	81.7385	False	max_edges_per_verse: 28 -> 30	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
245	2026-03-29T16:58:44.087552	81.2480	81.7385	False	max_edges_per_verse: 28 -> 30; max_verse_freq: 100 -> 125	2.8	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
246	2026-03-29T16:58:46.426010	81.1359	81.7385	False	max_edges_per_verse: 28 -> 26	2.3	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
247	2026-03-29T16:58:48.786644	81.7207	81.7385	False	max_df: 375 -> 425	2.4	{"min_df": 2, "max_df": 425, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
248	2026-03-29T16:58:51.208572	81.5850	81.7385	False	max_edges_per_verse: 28 -> 30	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
249	2026-03-29T16:58:53.829197	80.8747	81.7385	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 28 -> 26	2.6	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
250	2026-03-29T16:58:55.922483	81.2946	81.7385	False	max_edges_per_verse: 28 -> 30; max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
251	2026-03-29T16:58:58.347188	81.5850	81.7385	False	max_edges_per_verse: 28 -> 30; ngram_max: 2 -> 1; min_tfidf_score: 0.01 -> 0.01	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
252	2026-03-29T16:59:00.339693	80.7417	81.7385	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 28 -> 26	2.0	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
253	2026-03-29T16:59:02.723483	80.6307	81.7385	False	edge_weight_method: geometric_mean -> harmonic_mean	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
254	2026-03-29T16:59:05.520793	81.2480	81.7385	False	max_edges_per_verse: 28 -> 30; max_verse_freq: 100 -> 125	2.8	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
255	2026-03-29T16:59:07.242994	80.1184	81.7385	False	max_verse_freq: 100 -> 50; min_tfidf_score: 0.01 -> 0.0135	1.7	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.0135, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 50, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
256	2026-03-29T16:59:09.873233	80.8747	81.7385	False	max_edges_per_verse: 28 -> 26; max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
257	2026-03-29T16:59:12.206964	76.1235	81.7385	False	min_df: 2 -> 5	2.3	{"min_df": 5, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
258	2026-03-29T16:59:14.605083	74.7649	81.7385	False	norm: l2 -> l1	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
259	2026-03-29T16:59:16.727222	80.7417	81.7385	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 28 -> 26	2.1	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
260	2026-03-29T16:59:19.333163	80.8747	81.7385	False	max_edges_per_verse: 28 -> 26; max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
261	2026-03-29T16:59:21.721729	80.7645	81.7385	False	min_tfidf_score: 0.01 -> 0.0171; ngram_max: 2 -> 2	2.4	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.0171, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
262	2026-03-29T16:59:24.357744	80.8747	81.7385	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 28 -> 26	2.6	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
263	2026-03-29T16:59:27.106697	81.2103	81.7385	False	max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
